SUPERKINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	DOMAIN	Organism	STRAIN	SEROVAR	SEQUENCING METHOD	SEQUENCING DEPTH	STRAININFO	Culture	SYMBIONT	TYPE	PHYLOGENY	SEQUENCING STATUS	PROJECT STATUS	PHENOTYPE	RELEVANCE	DISEASE	HABITAT	PH	TEMPERATURE	ISOLATION	COUNTRY	GC(%)	AVAILABILITY	GOLDSTAMP	GOLDSTAMP OLD	GREENGENES ID	GCAT ID	TAXON ID	ENTREZ PID	IMG OID	SIZE(kb)	ORFs	CHROMOSOMES	PLASMIDS	DATA	DATABASES	INSTITUTE	FUNDING	PUBLICATION	DATE	CONTACT NAME	CONTACT EMAIL
Bacteria	Proteobacteria	Rhodospirillales		Rhodospirillaceae	Magnetospirillum	Magnetospirillum gryphiswaldense	BACTERIAL	Magnetospirillum gryphiswaldense	MSR-1							Genome	PROTEOBACTERIA-ALPHA	incomplete		Iron reducer, Magnetite production, Spiral-shaped, Motile, Aerobe, Heterotroph, Mesophile	Biotechnological	None	Aquatic				Germany	66.4	Public	Gi01955			002581_GCAT	431944	19063								Max Planck Institute		 			
Bacteria	Proteobacteria	Pasteurellales		Pasteurellaceae	Mannheimia	Mannheimia haemolytica	BACTERIAL	Mannheimia (Pasteurella) haemolytica	2.4							Genome	PROTEOBACTERIA-GAMMA	complete		Pathogen, Facultative, Coccus-shaped	Medical, Animal Pathogen, Cattle Pathogen, Poultry, Pathogen, Agricultural	Respiratory disease, Pasteurellosis, Ovine mastitis	Host		37		Germany	41	Proprietary	Gi00346			001201_GCAT	75985			2400						LION Bioscience AG, Intervet GmbH	BMBF/ HRVet	 			
Bacteria	Proteobacteria	Pasteurellales		Pasteurellaceae	Mannheimia	Mannheimia haemolytica	BACTERIAL	Mannheimia (Pasteurella) haemolytica	PHL213 (ST1)			8.4x				Genome	PROTEOBACTERIA-GAMMA	complete		Pathogen, Facultative, Coccus-shaped	Medical, Animal Pathogen, Cattle Pathogen, Poultry, Pathogen, Agricultural	Respiratory disease, Pasteurellosis, Ovine mastitis	Host		37		USA	41.1	Public	Gi00347			001202_GCAT	272629	221		2569				NZ_AASA00000000	NCBI, BCM-HGSC	BCM-HGSC	USDA, NRICGP	 		Weinstock G	http://imgen.bcm.tmc.edu/molgen/facultyaz/weinstock.html
Bacteria	Thermotogae	Thermotogales		Thermotogaceae	Marinitoga	Marinitoga camini	BACTERIAL	Marinitoga camini	MV1075							Genome	THERMOTOGAE	incomplete		Rod-shaped, Thermophile, Anaerobe, Halotolerant, Motile, Nonsporulating	Evolutionary, Biotechnological	None	Aquatic, Hydrothermal vent		55	Mid-Atlantic Ridge hydrothermal vent chimney	USA	29	Public	Gi01018			001203_GCAT	106262	15680								Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Proteobacteria	Alteromonadales		Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus	BACTERIAL	Marinobacter hydrocarbonoclasticus	ATCC49840					ATCC49840		Genome	PROTEOBACTERIA-GAMMA	incomplete		Halophile, Oil degrading, Iron oxidizer, Rod-shaped, Motile, Facultative, Hydrocarbon degrading, Heterotroph	Biotechnological, Environmental, Bioremediation, Detoxification	None	Aquatic				France		Public	Gi01519			001204_GCAT	2743								Genoscope	Genoscope		 		Barbe V	vbarbe@genoscope.cns.fr
Bacteria	Proteobacteria	Alteromonadales		Alteromonadaceae	Marinobacter	Marinobacter sp. F02	BACTERIAL	Marinobacter sp	FO2							Genome	PROTEOBACTERIA-GAMMA	incomplete		Iron oxidizer, Autotroph, Chemolithoautotroph	Environmental, MMI	None	Marine			Juan de Fuca Ridge Middle Valley Vent at a depth of 2400 meters	USA		Public	Gi00851			001205_GCAT	314342	13586		2600					JCVI	J Craig Venter Institute, Woods Hole Oceanographic Institute	Moore Foundation	 		Edwards KJ	http://www.whoi.edu/science/MCG/edwards/
Bacteria	Proteobacteria	Oceanospirillales		Oceanospirillaceae	Marinomonas	Marinomonas sp. MED121	BACTERIAL	Marinomonas sp.	MED121		ABI					Genome	PROTEOBACTERIA-GAMMA	Draft	incomplete	Motile, Aerobe	Environmental, MMI	None	Marine			Northwest Mediterranean Sea at a depth of 1m	USA	41	Public	Gi00852			001206_GCAT	314277	13587	638341124	5121	4820			NZ_AANE00000000	NCBI, JCVI	J Craig Venter Institute, Kalmar Univ	Moore Foundation	 		Pinhassi J	http://halia.hik.se/start.jsp?page=members/jarone%20pinhassi
Bacteria	Proteobacteria	Methylophilales		Methylophilaceae	Methylobacillus	Methylobacillus flagellatus	BACTERIAL	Methylobacillus flagellatus	KT							Genome	PROTEOBACTERIA-BETA	incomplete		Rod-shaped, Motile, Aerobe	Bioremediation, Energy production, Biotechnological, Wastewater treatment, Environmental	None	Sludge			Activated sludge found at the wastewater treatment plant in Moscow Russia	USA	55.8	Proprietary	Gi00367			001207_GCAT	265072			2884	2608					Integrated Genomics Inc	Integrated Genomics Inc	 		contact	contact@integratedgenomics.com
Bacteria	Proteobacteria	Rhizobiales		Methylobacteriaceae	Methylobacterium	Methylobacterium extorquens	BACTERIAL	Methylobacterium extorquens	AM1							Genome	PROTEOBACTERIA-ALPHA	incomplete		Aerobe, Motile, Rod-shaped	Biotechnological, Methanol production	None			25 - 30		USA	65	Public	Gi00369			001208_GCAT	272630	20		6000					Univ of Washington, Integrated Genomics Inc	Univ of Washington, Integrated Genomics Inc		 		Lidstrom M	http://faculty.washington.edu/lidstrom/Mary_Lidstrom/mary_lidstrom.html
Bacteria	Proteobacteria	Rhizobiales		Methylobacteriaceae	Methylobacterium	Methylobacterium dichloromethanicum	BACTERIAL	Methylobacterium dichloromethanicum	DM4							Genome	PROTEOBACTERIA-ALPHA	incomplete		Aerobe, Motile, Rod-shaped, Methylotroph	Biotechnological, Methanol production	None				Soil contaminated with halogenated (chlorine-containing) hydrocarbons	France		Public	Gi01019			001209_GCAT	119024	16093		7000					Genoscope	Genoscope		 			
Bacteria	Proteobacteria	Methylococcales		Methylococcaceae	Methylomonas	Methylomonas sp. 16a	BACTERIAL	Methylomonas sp	16a							Genome	PROTEOBACTERIA-GAMMA	complete		Aerobe	Biotechnological	None					USA		Proprietary	Gi00371			001210_GCAT	318114			4000	4000					DuPont		 			
Bacteria	Proteobacteria	Thiotrichales		Piscirickettsiaceae	Methylophaga	Methylophaga thalassica	BACTERIAL	Methylophaga thalassica	S1							Genome	PROTEOBACTERIA-GAMMA	incomplete		Methylotroph, Rod-shaped, Aerobe	Biotechnological	None					USA		Proprietary	Gi00372			001211_GCAT	40223	13471								Integrated Genomics Inc	Integrated Genomics Inc	 		contact	contact@integratedgenomics.com
Bacteria	Cyanobacteria	Chroococcales		unclassified	Microcystis	Microcystis aeruginosa	BACTERIAL	Microcystis aeruginosa	PCC 7806							Genome	CYANOBACTERIA	incomplete		Pathogen, Hepatotoxins synthesis, Aerobe	Medical, Fish Pathogen, Human Pathogen, Animal Pathogen	Cyanobacterial hepatotoxicosis, Gastrointestinal disease, Skin irritation	Host, Aquatic, Gastrointestinal tract, Soil				France		Public	Gi00374			001212_GCAT	267872	15702		4800					Institut Pasteur	Institut Pasteur		 		de Marsac NT	NTMarsac@Pasteur.Fr
Bacteria	Bacteroidetes	Sphingobacteriales		Flexibacteraceae	Microscilla	Microscilla marina	BACTERIAL	Microscilla marina	ATCC 23134		ABI			ATCC 23134		Genome	BACTEROIDETES	Draft	incomplete	Filament-shaped, Motile, Aerobe	Environmental, MMI	None	Marine			Marine aquarium outflow	USA	41	Public	Gi00853			001213_GCAT	313606	13411	640196209	9771	8319			NZ_AAWS00000000	NCBI, JCVI	J Craig Venter Institute, Kalmar Univ	Moore Foundation	 		Haygood M	http://mbrd.ucsd.edu/researchers/people_detail.cfm?state=%26%29%2E%3B%2ET%5C%3FX%0A
Bacteria	Proteobacteria	Pseudomonadales		Moraxellaceae	Moraxella	Moraxella bovis	BACTERIAL	Moraxella bovis	Epp63		ABI, 454	25x				Genome	PROTEOBACTERIA-GAMMA	incomplete		Pathogen, Coccus-shaped	Medical, Animal Pathogen, Cattle Pathogen, Dairy industry	Keratoconjunctivitis	Host				USA		Public	Gi00948			001214_GCAT	476	16829		2000					BCM-HGSC	BCM-HGSC	USDA	 		Weinstock G	http://imgen.bcm.tmc.edu/molgen/facultyaz/weinstock.html
Bacteria	Proteobacteria	Pseudomonadales		Moraxellaceae	Moraxella	Moraxella catarrhalis	BACTERIAL	Moraxella catarrhalis								Genome	PROTEOBACTERIA-GAMMA	incomplete		Aerobe, Pathogen, Nonmotile	Medical, Fish Pathogen	Furunculosis	Host		37		Canada		Public	Gi00377			001215_GCAT	480	13412		1900						NRC-IMB	NRC	 			
Bacteria	Proteobacteria	Pseudomonadales		Moraxellaceae	Moraxella	Moraxella catarrhalis	BACTERIAL	Moraxella catarrhalis								Genome	PROTEOBACTERIA-GAMMA	complete		Aerobe, Pathogen	Medical, Fish Pathogen	Furunculosis	Aquatic				USA		Proprietary	Gi00378			001216_GCAT	480								PathoGenome-TM	Genome Therapeutics		 			
Bacteria	Proteobacteria	Alteromonadales		Moritellaceae	Moritella	Moritella sp. PE36	BACTERIAL	Moritella sp	PE36							Genome	PROTEOBACTERIA-GAMMA	Draft	incomplete	Piezophile, Heterotroph	Environmental, MMI	None	Marine, Deep sea			Pacific Ocean at 288Km from the coast of San Diego	USA	42	Public	Gi00854			001217_GCAT	58051	13535	640963028	5164	4695			NZ_ABCQ00000000	JCVI	J Craig Venter Institute, Scripps Institute of Oceanography	Moore Foundation, NSF	 		Yayanos AA	http://mbrd.ucsd.edu/labpages/yayanos_lab.cfm
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus	BACTERIAL	Mycobacterium abscessus	CIP 104536		ABI	12x		ATCC 19977		Genome	ACTINOBACTERIA	incomplete		Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Broncho-pulmonary infection, Respiratory infection	Host		37		France		Public	Gi00949			001218_GCAT	36809	15691							Genoscope	Genoscope		 		Barbe V	vbarbe@genoscope.cns.fr
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium bovis	BACTERIAL	Mycobacterium bovis BCG	Moreau RDJ							Genome	ACTINOBACTERIA	incomplete		Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile, Nonsporulating	Medical, Animal Pathogen, Cattle Pathogen, Human Pathogen	Tuberculosis	Host				Brazil		Public	Gi01688			001219_GCAT	413996	18279		4400					FENAM	FAP		 			
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium chelonae	BACTERIAL	Mycobacterium chelonae	CIP 104535		ABI	12x		ATCC 35752		Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Broncho-pulmonary infection, Respiratory infection	Host		37		France		Public	Gi00950			001220_GCAT	1774	15692							Genoscope	Genoscope		 		Barbe V	vbarbe@genoscope.cns.fr
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium marinum	BACTERIAL	Mycobacterium marinum	M							Genome	ACTINOBACTERIA	complete		Pathogen, Rod-shaped, Nonmotile, Aerobe	Medical, Human Pathogen, Animal Pathogen	Tuberculosis	Host				International	65	Public	Gi00382			001223_GCAT	216594			6000					NCBI, Sanger Institute	Sanger Institute, Univ of Washington, Institut Pasteur	Beowulf Genomics	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium africanum	BACTERIAL	Mycobacterium africanum	GM041182							Genome	ACTINOBACTERIA	incomplete		Pathogen, Nonmotile, Aerobe	Medical, Human Pathogen, Cattle Pathogen, Animal Pathogen	Tuberculosis, Pulmonary tuberculosis	Host				United Kingdom		Public	Gi01689			001224_GCAT	33894			3283					Sanger Institute	Sanger Institute	Wellcome Trust	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium canettii	BACTERIAL	Mycobacterium canetti	CIPT140010059							Genome	ACTINOBACTERIA	incomplete		Pathogen, Nonmotile, Aerobe	Medical, Human Pathogen, Cattle Pathogen, Animal Pathogen	Tuberculosis, Pulmonary tuberculosis	Host			Tuberculosis patients in East Africa	United Kingdom		Public	Gi01992			002621_GCAT	78331								Sanger Institute	Sanger Institute	Wellcome Trust	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium microti	BACTERIAL	Mycobacterium microti	OV254							Genome	ACTINOBACTERIA	incomplete		Pathogen, Nonmotile, Aerobe	Medical, Human Pathogen, Cattle Pathogen, Animal Pathogen	Tuberculosis	Host				European Consortium		Public	Gi00383			001225_GCAT	1806	12623		4300					Institut Pasteur, Sanger Institute	Institut Pasteur, Sanger Institute	DEFRA	 			
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	210							Genome	ACTINOBACTERIA	complete		Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host			Tuberculosis outbreak in Texas	USA		Public	Gi00385			001226_GCAT	164513	273		4447						TIGR	NIH-NIAID	 			
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	A1							Genome	ACTINOBACTERIA	incomplete		Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi01204			001228_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	C		ABI	6.7x				Genome	ACTINOBACTERIA	Draft	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Tuberculosis	Host			Drug-susceptible strain that has caused a large proportion of new tuberculosis cases in New York	USA	65	Public	Gi01205			001229_GCAT	348776	16172	638341130	4276	4039			NZ_AAKR00000000	NCBI, Broad Institute	Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	Ekat-4							Genome	ACTINOBACTERIA	incomplete		Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi01227			001230_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	Haarlem		ABI	14.57x				Genome	ACTINOBACTERIA	Draft	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host		37		USA	65.3	Public	Gi01206			001231_GCAT	395095	17353		4347				NZ_AASN00000000	NCBI, Broad Institute	Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	Peruvian1							Genome	ACTINOBACTERIA	incomplete		Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi01207			001232_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	Peruvian2							Genome	ACTINOBACTERIA	incomplete		Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi01208			001233_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	W-148							Genome	ACTINOBACTERIA	incomplete		Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi01209			001234_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	K37							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02496			003222_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	4783_04							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02496			003223_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	GM_1503							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02498			003224_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	SG1							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02499			003225_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	91_0079							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02500			003226_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	K49							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02501			003227_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	K100							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02502			003228_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	94_M4241A							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02503			003229_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	M4100A							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02504			003230_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	98_1833							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02505			003231_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	93_1117							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02506			003232_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	02_1987							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02507			003233_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	00_1695							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02508			003234_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	T67							Genome	ACTINOBACTERIA	incomplete	incomplete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile	Medical, Human Pathogen	Tuberculosis	Host				USA		Public	Gi02509			003235_GCAT	1773									Broad Institute	NIH-NIAID	 		MSC	msc@broad.mit.edu
